,gps_height,longitude,latitude,basin,region,extraction_type_class,management_group,payment,quality_group,source_class,waterpoint_type_group,target
57230,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,unknown,good,groundwater,hand pump,0
57238,1448,34.04414676,-1.89625112,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,0
57267,0,30.53073413,-2.86395619,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
57281,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,unknown,unknown,groundwater,hand pump,0
57288,1169,32.88134391,-1.93556975,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
57291,1181,32.88814765,-1.93667567,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
57304,0,30.63494229,-2.76695343,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
57328,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
57330,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
57338,0,31.54251556,-1.56285453,Lake Victoria,Kagera,other,user-group,never pay,unknown,surface,communal standpipe,0
57339,0,31.73675245,-0.99952232,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
57342,0,33.36545592,-3.01524793,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
57344,1279,34.22882346,-1.446523,Lake Victoria,Mara,other,user-group,other,other,groundwater,hand pump,0
57350,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
57363,0,31.79425156,-1.40625294,Lake Victoria,Kagera,other,user-group,never pay,good,surface,communal standpipe,1
57372,1228,34.41572884,-1.56590523,Lake Victoria,Mara,manual,commercial,never pay,other,groundwater,hand pump,0
57385,0,33.60391574,-2.97204681,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
57400,0,32.57036289,-3.623256299999999,Lake Victoria,Shinyanga,manual,user-group,unknown,other,groundwater,hand pump,1
57406,1338,34.0994224,-2.88591624,Lake Victoria,Shinyanga,manual,user-group,never pay,other,groundwater,hand pump,0
57413,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
57416,0,34.18881126,-3.07501495,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
57417,0,33.60629514,-2.92283379,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
57425,0,30.77486674,-2.9815407000000005,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
57426,0,31.7505517,-1.31358193,Lake Victoria,Kagera,other,user-group,never pay,good,surface,communal standpipe,1
57434,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
57442,1208,33.00707161,-2.08731949,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
57443,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
57445,1281,34.42526415,-1.58076271,Lake Victoria,Mara,manual,commercial,other,good,surface,hand pump,1
57446,0,33.07429164,-2.49847125,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
57453,0,31.16132699,-1.72399549,Lake Victoria,Kagera,other,other,never pay,good,surface,communal standpipe,1
57454,1142,33.71435748,-1.6423511000000002,Lake Victoria,Mara,manual,parastatal,unknown,other,groundwater,hand pump,1
57458,1197,32.93264171,-1.99183047,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
57467,0,31.48949362,-1.58461086,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
57474,0,31.62653703,-1.7202879,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
57493,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,never pay,good,groundwater,hand pump,1
57495,0,33.10282006,-3.05820714,Lake Victoria,Mwanza,manual,user-group,never pay,unknown,groundwater,hand pump,1
57515,1258,33.37058252,-1.86041522,Lake Victoria,Mara,manual,parastatal,unknown,good,groundwater,hand pump,0
57517,0,31.175029700000003,-1.56814741,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
57519,1216,32.92618527,-1.99867042,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
57523,0,0.0,-2e-08,Lake Victoria,Shinyanga,other,user-group,unknown,good,groundwater,hand pump,1
57527,0,33.63560727,-3.11736971,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
57528,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
57531,0,34.30312924,-3.00929648,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
57539,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
57548,1163,34.00775094,-1.14599662,Lake Victoria,Mara,mechanical,user-group,other,good,surface,communal standpipe,0
57556,0,33.72231884,-2.70914742,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
57558,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
57560,0,33.63284948,-2.85258121,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
57561,1383,33.89777998,-2.00136071,Lake Victoria,Mara,manual,user-group,other,other,groundwater,hand pump,1
57567,0,30.50294477,-2.8615564,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
57574,0,31.43452278,-1.6957773,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
57595,1205,33.032706899999994,-2.08669532,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
57606,0,31.76048595,-1.35658708,Lake Victoria,Kagera,other,user-group,never pay,good,surface,communal standpipe,0
57614,1279,34.25647306,-1.71743273,Lake Victoria,Mara,manual,other,other,other,groundwater,hand pump,1
57631,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
57641,0,30.69531361,-1.21774345,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
57649,0,0.0,-2e-08,Lake Victoria,Shinyanga,mechanical,unknown,unknown,unknown,groundwater,communal standpipe,1
57655,1226,34.02179702,-1.62397724,Lake Victoria,Mara,other,user-group,other,good,groundwater,communal standpipe,0
57656,0,31.65169645,-1.25291466,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
57657,1184,34.07827279,-1.6441807000000002,Lake Victoria,Mara,other,parastatal,never pay,good,surface,communal standpipe,0
57662,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
57663,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
57666,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
57670,0,32.57063237,-3.6427085,Lake Victoria,Shinyanga,manual,user-group,unknown,other,groundwater,hand pump,1
57678,1539,34.67100007,-1.8898941,Lake Victoria,Mara,other,user-group,other,good,surface,communal standpipe,1
57703,0,31.66408901,-2.97412787,Lake Victoria,Kagera,manual,user-group,other,good,groundwater,hand pump,1
57707,1226,34.4151249,-1.57903429,Lake Victoria,Mara,manual,other,other,other,groundwater,hand pump,1
57711,1625,34.67818771,-1.83596707,Lake Victoria,Mara,mechanical,commercial,other,good,surface,communal standpipe,1
57718,0,32.84373309,-3.20674915,Lake Victoria,Mwanza,manual,user-group,other,other,groundwater,hand pump,0
57732,0,33.07157106,-2.39103653,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
57737,0,32.57955587,-3.63780794,Lake Victoria,Shinyanga,manual,user-group,unknown,other,groundwater,hand pump,1
57742,1159,33.35089725,-1.71448565,Lake Victoria,Mwanza,other,other,never pay,good,groundwater,hand pump,0
57746,0,33.38378904,-2.73302974,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
57748,0,0.0,-2e-08,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,1
57765,1150,33.45274223,-2.149117,Lake Victoria,Mara,manual,user-group,never pay,other,groundwater,hand pump,1
57768,0,31.73887975,-1.0036789000000002,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
57775,1393,34.32661531,-1.74310903,Lake Victoria,Mara,manual,commercial,never pay,good,groundwater,hand pump,1
57776,1254,33.82714804,-1.76290719,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,0
57778,1149,33.21364438,-2.10983656,Lake Victoria,Mara,other,user-group,other,other,groundwater,hand pump,0
57789,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
57794,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
57797,0,34.09408546,-3.08083662,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,0
57799,0,33.20425218,-3.20608026,Lake Victoria,Mwanza,manual,user-group,other,unknown,groundwater,hand pump,1
57807,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,never pay,unknown,surface,communal standpipe,0
57809,0,34.17298215,-3.03833901,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
57812,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,unknown,unknown,surface,communal standpipe,0
57827,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
57829,0,33.04999344,-2.43081918,Lake Victoria,Mwanza,manual,user-group,other,other,groundwater,hand pump,1
57833,1640,34.6618521,-1.84156462,Lake Victoria,Mara,manual,other,never pay,good,groundwater,hand pump,0
57843,1216,33.9180375,-1.23715932,Lake Victoria,Mara,mechanical,user-group,unknown,good,surface,communal standpipe,0
57849,1305,34.0202712,-3.05045786,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
57861,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
57872,0,33.5448296,-2.54763803,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
57889,0,33.59933825,-2.9095475,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
57895,1534,34.69846664,-1.76777024,Lake Victoria,Mara,manual,user-group,other,good,groundwater,hand pump,1
57918,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
57919,1600,34.64614011,-1.85786695,Lake Victoria,Mara,manual,other,unknown,other,groundwater,hand pump,1
57924,0,32.93247382,-3.40061673,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
57925,1289,33.00313473,-2.05050335,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
57935,0,31.4556522,-1.28530878,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
57937,0,33.5714987,-3.14905184,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
57944,0,31.55012582,-1.55469786,Lake Victoria,Kagera,other,user-group,other,good,surface,communal standpipe,1
57953,0,33.36861247,-3.16005893,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
57964,0,33.29137725,-3.42591738,Lake Victoria,Shinyanga,other,parastatal,unknown,good,surface,communal standpipe,0
57974,0,31.57078978,-1.70587712,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
57994,0,32.99824868,-2.9190356,Lake Victoria,Mwanza,manual,other,never pay,good,groundwater,hand pump,1
58004,0,32.5761455,-3.51179854,Lake Victoria,Shinyanga,manual,unknown,unknown,unknown,groundwater,hand pump,1
58007,0,33.56574683,-2.53513358,Lake Victoria,Mwanza,manual,user-group,never pay,other,groundwater,hand pump,1
58016,0,30.63888137,-2.73518316,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
58022,1441,34.58370214,-1.9267521,Lake Victoria,Mara,manual,user-group,unknown,other,groundwater,hand pump,0
58026,0,33.28911993,-3.17220178,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
58037,1208,34.27989917,-1.65887633,Lake Victoria,Mara,manual,other,never pay,other,groundwater,hand pump,1
58039,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
58045,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
58058,1376,34.39324461,-1.77800807,Lake Victoria,Mara,other,user-group,never pay,good,groundwater,communal standpipe,1
58059,1163,32.89986764,-1.95707039,Lake Victoria,Mwanza,other,user-group,never pay,good,groundwater,hand pump,0
58072,0,31.72085331,-2.42285146,Lake Victoria,Kagera,manual,user-group,other,good,groundwater,hand pump,1
58074,1562,34.71094635,-1.79913205,Lake Victoria,Mara,manual,user-group,never pay,good,unknown,hand pump,0
58076,0,34.41884036,-2.94394795,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
58077,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
58085,1661,34.401591700000004,-1.39086755,Lake Victoria,Mara,manual,commercial,other,good,groundwater,hand pump,1
58102,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,unknown,unknown,surface,communal standpipe,0
58105,1175,33.54339997,-2.06623483,Lake Victoria,Mara,other,parastatal,unknown,good,surface,communal standpipe,0
58106,1256,34.22023718,-1.39221496,Lake Victoria,Mara,manual,user-group,other,other,groundwater,hand pump,1
58110,0,33.43900502,-2.67377471,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
58126,0,33.60544287,-3.1643121,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
58134,1215,34.0417789,-1.16525177,Lake Victoria,Mara,mechanical,user-group,other,good,surface,communal standpipe,1
58135,0,33.28076397,-2.72243339,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
58140,0,31.36702587,-2.67949036,Lake Victoria,Kagera,other,user-group,other,good,groundwater,communal standpipe,0
58141,1306,34.02733416,-3.03747047,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
58145,1375,34.25699175,-2.96012255,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
58156,0,32.12889086,-2.4162272,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
58158,1311,33.94475134,-2.00850017,Lake Victoria,Mara,manual,user-group,other,other,groundwater,hand pump,1
58188,0,31.44168873,-1.20588467,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
58189,1545,34.00878137,-1.73447896,Lake Victoria,Mara,other,parastatal,unknown,good,surface,communal standpipe,0
58190,0,32.9780624,-2.51532072,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
58191,0,32.97032438,-2.66434502,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
58213,0,33.66702949,-3.05446068,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
58214,0,33.55900998,-2.52844662,Lake Victoria,Mwanza,mechanical,user-group,never pay,good,groundwater,communal standpipe,0
58218,0,31.54229712,-2.04892121,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
58220,1595,34.68064659,-1.82877846,Lake Victoria,Mara,manual,commercial,other,good,groundwater,hand pump,1
58221,0,32.56439628,-3.64670674,Lake Victoria,Shinyanga,manual,user-group,unknown,other,groundwater,hand pump,0
58242,1391,33.92423273,-1.77089602,Lake Victoria,Mara,other,parastatal,other,good,surface,communal standpipe,1
58257,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
58267,1253,34.41586628,-1.57590826,Lake Victoria,Mara,other,other,other,good,surface,communal standpipe,1
58270,0,33.24226122,-3.02512301,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
58272,0,31.69337116,-2.53070326,Lake Victoria,Kagera,mechanical,user-group,never pay,good,groundwater,communal standpipe,0
58273,1249,34.4042984,-1.58572109,Lake Victoria,Mara,manual,user-group,other,other,groundwater,hand pump,1
58275,0,30.82871031,-2.51300018,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,communal standpipe,0
58278,0,30.81210042,-2.53031016,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
58282,1526,34.72454034,-1.71233905,Lake Victoria,Mara,manual,user-group,other,other,groundwater,hand pump,0
58303,1378,34.23540436,-2.96658686,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
58306,0,33.32434277,-2.89435611,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
58319,0,30.820955199999997,-2.4142777,Lake Victoria,Kagera,other,user-group,other,good,groundwater,communal standpipe,0
58322,1261,34.29595267,-1.68289093,Lake Victoria,Mara,manual,other,unknown,good,groundwater,hand pump,1
58326,0,34.36274699,-2.9788254000000003,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
58327,0,33.10966192,-3.22909825,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
58331,0,30.82072771,-2.56390984,Lake Victoria,Kagera,other,parastatal,other,good,groundwater,communal standpipe,0
58336,1182,33.97617795,-1.42392082,Lake Victoria,Mara,mechanical,user-group,never pay,good,surface,communal standpipe,0
58355,1347,34.09349942,-1.20801775,Lake Victoria,Mara,mechanical,user-group,unknown,good,surface,communal standpipe,0
58358,1182,33.52671603,-2.15784578,Lake Victoria,Mara,other,parastatal,unknown,good,surface,communal standpipe,1
58374,0,32.89518252,-2.58960107,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
