,gps_height,longitude,latitude,region,lga,population,permit,extraction_type_class,management_group,payment,quality_group,quantity,source_class,waterpoint_type_group,target
54801,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump,functional
54807,1355,34.134477600000004,-2.97081069,Shinyanga,Bariadi,500,False,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump,non functional
<<<<<<< HEAD
54808,1170,32.96920184,-2.0848919,Mwanza,Ukerewe,200,True,other,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
=======
54808,1170,32.96920184,-2.0848918999999997,Mwanza,Ukerewe,200,True,other,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
>>>>>>> 545838695a17209333057dc8c8805e1e5d12ee6f
54825,1210,34.15783091,-1.68080534,Mara,Musoma Rural,253,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
54828,1186,33.79546573,-1.87912139,Mara,Bunda,250,True,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump,functional
54830,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
54836,0,31.55567459,-1.62957282,Kagera,Muleba,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
54844,0,31.18019593,-1.46018224,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
54853,0,31.37925444,-1.60236827,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,seasonal,surface,communal standpipe,non functional
54860,0,34.37913539,-2.99813356,Shinyanga,Meatu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
54861,0,30.69126415,-2.84736849,Kagera,Ngara,0,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
54865,0,0.0,-2e-08,Mwanza,Geita,0,True,other,user-group,never pay,good,insufficient,surface,communal standpipe,functional
54869,0,31.73580647,-1.43923767,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional
54870,0,31.50013407,-2.06661809,Kagera,Muleba,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
54873,1362,34.21757627,-2.96678283,Shinyanga,Bariadi,300,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
54874,0,33.27972207,-2.81657307,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
54879,0,0.0,-2e-08,Mwanza,Geita,0,True,other,user-group,unknown,good,insufficient,groundwater,hand pump,non functional
54881,0,30.97768489,-1.67004594,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
54885,0,31.78795194,-1.28223272,Kagera,Misenyi,0,True,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump,functional
54893,1266,33.77660775,-1.93200787,Mara,Bunda,250,False,handpump,user-group,unknown,salty,enough,groundwater,hand pump,non functional
54896,0,31.11122358,-1.71582288,Kagera,Karagwe,0,True,gravity,user-group,pay annually,good,enough,groundwater,communal standpipe,functional
54900,0,30.54458161,-2.53253487,Kagera,Ngara,0,False,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
54915,0,33.45504788,-3.01887336,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
54916,1305,34.22671525,-1.72798793,Mara,Musoma Rural,350,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
54918,1438,34.65041199,-1.95504614,Mara,Serengeti,1500,True,handpump,user-group,unknown,salty,enough,groundwater,hand pump,functional
54920,0,31.44787742,-1.45800578,Kagera,Bukoba Rural,0,True,handpump,user-group,never pay,unknown,dry,groundwater,hand pump,non functional
54928,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
54930,0,31.75919678,-2.63513332,Kagera,Chato,0,True,handpump,commercial,never pay,good,enough,groundwater,hand pump,functional
54934,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,pay per bucket,good,insufficient,groundwater,hand pump,functional
54954,1357,34.63322513,-1.54348532,Mara,Tarime,700,True,handpump,user-group,unknown,good,enough,groundwater,hand pump,non functional
54976,0,31.11145695,-1.722789,Kagera,Karagwe,0,True,gravity,user-group,pay annually,good,enough,groundwater,communal standpipe,functional
54979,0,30.71615633,-1.06515637,Kagera,Karagwe,0,True,gravity,other,never pay,good,seasonal,surface,communal standpipe,functional
54988,0,31.04397388,-1.25709639,Kagera,Karagwe,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
54992,0,33.00124815,-2.58962504,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
54995,0,30.86944104,-1.46270927,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
54998,0,33.59900362,-2.74456923,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
55004,0,34.20216089,-2.9825129,Shinyanga,Meatu,0,False,handpump,user-group,never pay,salty,enough,groundwater,hand pump,non functional
55011,0,31.36947306,-2.66117999,Kagera,Biharamulo,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
55012,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
55019,0,32.99192082,-2.9079831,Mwanza,Missungwi,0,True,submersible,user-group,never pay,unknown,unknown,surface,communal standpipe,functional
55026,0,33.18245631,-2.85609195,Mwanza,Missungwi,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
55031,1572,34.71278448,-1.87760305,Mara,Serengeti,800,True,handpump,user-group,unknown,salty,enough,groundwater,hand pump,functional
55052,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
55053,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,other,good,enough,groundwater,hand pump,functional
55068,0,0.0,-2e-08,Mwanza,Magu,0,True,other,user-group,never pay,good,enough,groundwater,hand pump,non functional
55072,0,33.65802915,-2.73947867,Mwanza,Magu,0,True,handpump,user-group,pay when scheme fails,good,seasonal,groundwater,hand pump,non functional
55090,0,31.17391963,-1.46184482,Kagera,Karagwe,0,True,gravity,user-group,pay annually,good,enough,surface,communal standpipe,non functional
55092,1357,34.51677689,-1.70874452,Mara,Serengeti,500,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,non functional
55097,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
55098,0,31.55898158,-2.02778298,Kagera,Muleba,0,False,gravity,user-group,pay when scheme fails,good,insufficient,groundwater,communal standpipe,functional
55100,0,32.88881472,-2.84788997,Mwanza,Missungwi,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
55101,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,other,good,enough,groundwater,hand pump,functional
55104,0,31.66557328,-2.97512664,Kagera,Chato,0,True,handpump,user-group,pay per bucket,good,enough,groundwater,hand pump,functional
55108,1224,33.71264379,-1.54217756,Mara,Musoma Rural,350,True,gravity,parastatal,pay per bucket,good,enough,surface,communal standpipe,functional
55121,0,30.89415313,-1.46810277,Kagera,Karagwe,0,True,gravity,other,never pay,good,seasonal,surface,communal standpipe,functional
55122,0,33.04497153,-2.95380954,Mwanza,Missungwi,0,True,handpump,user-group,pay annually,good,seasonal,groundwater,hand pump,functional
55123,1362,34.22957655,-2.98563393,Shinyanga,Bariadi,300,False,handpump,user-group,other,good,enough,groundwater,hand pump,functional
55128,0,30.98170343,-2.76526944,Kagera,Biharamulo,0,True,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump,functional
55146,1150,33.11920047,-2.04830363,Mwanza,Ukerewe,600,True,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump,functional
55152,0,30.88940012,-1.48085188,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,surface,communal standpipe,non functional
55153,0,31.77925893,-1.28975572,Kagera,Misenyi,0,True,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump,functional
55160,1480,34.59159163,-1.90292578,Mara,Serengeti,3000,True,handpump,user-group,unknown,salty,enough,groundwater,hand pump,functional
55171,0,33.33813503,-3.25419485,Mwanza,Kwimba,0,True,motorpump,user-group,pay per bucket,good,enough,groundwater,communal standpipe,functional
55173,0,33.36560699,-2.57835272,Mwanza,Magu,0,True,handpump,user-group,never pay,salty,dry,groundwater,hand pump,functional
55174,1408,34.02240964,-1.90234333,Mara,Bunda,180,True,gravity,user-group,pay per bucket,good,enough,groundwater,communal standpipe,non functional
55180,0,31.65290998,-1.16139512,Kagera,Ngara,0,False,gravity,user-group,pay per bucket,good,enough,groundwater,communal standpipe,functional
55190,0,34.36709756,-3.11029372,Shinyanga,Meatu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
55193,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
55195,0,31.13839335,-1.40627072,Kagera,Karagwe,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
55200,0,30.66590077,-1.28229634,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
55202,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
55203,0,33.09599958,-3.42444366,Mwanza,Kwimba,0,True,handpump,user-group,pay annually,good,enough,groundwater,hand pump,non functional
55214,0,30.83355389,-1.31116181,Kagera,Karagwe,0,True,gravity,other,never pay,good,seasonal,surface,communal standpipe,functional
55224,1556,34.62675095,-1.82650845,Mara,Serengeti,1000,True,gravity,unknown,unknown,unknown,unknown,groundwater,communal standpipe,functional
55251,1267,33.72390202,-1.54670903,Mara,Musoma Rural,350,True,gravity,parastatal,pay per bucket,good,enough,surface,communal standpipe,functional
55252,0,33.19843369,-2.94834879,Mwanza,Missungwi,0,True,handpump,user-group,pay annually,good,insufficient,groundwater,hand pump,functional
55259,1909,35.36936827,-1.86754909,Arusha,Ngorongoro,302,False,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe,functional
55264,0,31.42042359,-1.57944025,Kagera,Bukoba Rural,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
55272,0,32.65791294,-2.91756149,Mwanza,Sengerema,0,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
55274,1357,33.91892988,-2.00126611,Mara,Bunda,250,True,gravity,user-group,unknown,unknown,dry,surface,communal standpipe,non functional
55282,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
55285,0,33.88177031,-3.17582796,Shinyanga,Maswa,0,False,gravity,commercial,pay per bucket,good,enough,surface,communal standpipe,functional
55287,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,other,salty,enough,groundwater,hand pump,non functional
55289,1208,33.8688035,-1.54264814,Mara,Musoma Rural,350,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,non functional
55291,1189,34.02797878,-1.15440817,Mara,Rorya,200,False,submersible,user-group,unknown,good,enough,surface,communal standpipe,non functional
55301,0,31.77253645,-1.15603334,Kagera,Misenyi,0,True,motorpump,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
55308,0,32.76552116,-3.8763518,Shinyanga,Kahama,0,True,handpump,user-group,unknown,good,insufficient,groundwater,hand pump,functional
55314,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,other,good,enough,groundwater,hand pump,functional
55315,0,30.52890958,-2.4478364,Kagera,Ngara,0,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
55319,0,31.74193042,-2.75279974,Kagera,Chato,0,True,handpump,user-group,pay monthly,good,enough,groundwater,hand pump,functional
55345,0,33.00150778,-2.74573552,Mwanza,Sengerema,0,True,submersible,parastatal,never pay,good,enough,surface,communal standpipe,non functional
55356,0,30.83474722,-1.31159528,Kagera,Karagwe,0,True,gravity,other,never pay,good,seasonal,surface,communal standpipe,functional
55360,1209,34.16156793,-1.64260477,Mara,Musoma Rural,32,True,gravity,user-group,pay monthly,salty,enough,groundwater,communal standpipe,non functional
55371,0,32.24089832,-2.29284511,Mwanza,Sengerema,0,True,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional
55396,0,33.70416624,-2.97979444,Shinyanga,Maswa,0,False,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump,functional
55397,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe,non functional
55407,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
55411,0,31.16789873,-1.43647523,Kagera,Karagwe,0,True,gravity,user-group,pay annually,good,insufficient,surface,communal standpipe,non functional
55431,0,33.02993179,-2.42245835,Mwanza,Ilemela,0,True,handpump,user-group,pay monthly,salty,insufficient,groundwater,hand pump,functional
55432,0,31.15835539,-1.38949621,Kagera,Karagwe,0,True,gravity,other,pay annually,good,dry,surface,communal standpipe,non functional
55433,0,31.69158416,-2.39855341,Kagera,Chato,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
55435,1269,34.04524917,-1.67434108,Mara,Musoma Rural,250,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
55437,0,31.64151175,-1.87435555,Kagera,Muleba,0,True,handpump,user-group,pay per bucket,good,enough,groundwater,hand pump,functional
55448,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,pay when scheme fails,good,insufficient,groundwater,hand pump,non functional
55452,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump,non functional
55461,0,34.08280181,-3.09253822,Shinyanga,Maswa,0,False,handpump,user-group,other,salty,enough,groundwater,hand pump,functional
55470,0,30.98898339,-2.76717875,Kagera,Biharamulo,0,True,handpump,user-group,pay per bucket,good,insufficient,groundwater,hand pump,functional
55473,0,32.94226776,-2.94152386,Mwanza,Missungwi,0,True,submersible,user-group,never pay,good,enough,surface,communal standpipe,non functional
55474,1265,34.22271606,-1.29873515,Mara,Rorya,690,False,submersible,user-group,pay monthly,salty,enough,groundwater,communal standpipe,functional
55478,0,30.6805158,-1.25318563,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
55482,1330,34.07191355,-3.00114015,Shinyanga,Bariadi,400,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
55492,0,33.22361385,-2.72504544,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
55493,0,33.41178187,-2.70686811,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
55504,0,33.41570305,-3.05710515,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
55506,1822,34.64395699,-1.39031191,Mara,Tarime,500,False,handpump,commercial,pay per bucket,good,enough,groundwater,hand pump,non functional
55515,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
55518,0,33.34196095,-3.02668368,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
55528,2013,35.41928713,-1.90369181,Arusha,Ngorongoro,105,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional
55532,0,31.49386729,-1.45221888,Kagera,Bukoba Rural,0,True,handpump,user-group,never pay,unknown,dry,groundwater,hand pump,non functional
